https://www.engadget.com/rss.xml,Gadgets
http://feeds.arstechnica.com/arstechnica/index,Tech
http://mashable.com/tech/feed/,Tech
https://www.techdirt.com/techdirt_rss.xml,
http://feeds.feedburner.com/FintechReadwrite,
http://feeds.feedburner.com/ConnectedDevicesReadwrite,
http://feeds.feedburner.com/readwrite/industrial,
http://feeds.feedburner.com/readwrite/transport,
http://www.businessinsider.in/rss_section_feeds/21807543.cms,
https://scobleizer.blog/feed/,
http://feeds.feedburner.com/TechCrunchIT,
http://feeds.feedburner.com/TechCrunch/Amazon,
http://feeds.feedburner.com/TechCrunch/Apple,
http://feeds.feedburner.com/TechCrunch/Facebook,
http://feeds.feedburner.com/TechCrunch/Google,
http://feeds.feedburner.com/oreilly/radar/atom,
http://rss.nytimes.com/services/xml/rss/nyt/Technology.xml,
https://www.technologyreview.com/topnews.rss,
http://feeds.reuters.com/reuters/technologyNews,
http://www.redherring.com/category/enterprise/feed/,
http://www.chron.com/rss/feed/Technology-289.php,
https://www.wired.com/feed/rss,
https://www.informationweek.com/rss_simple.asp?f_n=476&f_ln=Software,
https://www.informationweek.com/rss_simple.asp?f_n=450&f_ln=Infrastructure,
https://www.informationweek.com/rss_simple.asp?f_n=462&f_ln=Security,
https://www.informationweek.com/rss_simple.asp?f_n=476&f_ln=Software,
https://www.schneier.com/blog/atom.xml,
http://tech.marksblogg.com/sqlite3-tutorial-and-guide.html,
http://www.mckeay.net/feed/,
http://www.zdnet.com/blog/security/rss.xml,
http://calacanis.com/feed/,
https://techcrunch.com/author/ashkan-karbasfrooshan/feed/,
https://torrentfreak.com/author/enigmax/feed/,
https://torrentfreak.com/author/ernesto/feed/,
http://feeds.feedburner.com/GoogleOperatingSystem,
http://www.zdnet.com/blog/btl/rss.xml,
https://techcrunch.com/author/erick-schonfeld/feed/,
http://feeds.feedburner.com/Mathewingramcom/work,
https://www.gsmarena.com/rss-news-reviews.php3,
https://www.slashgear.com/feed/,
https://www.theregister.co.uk/headlines.atom,
https://www.recode.net/rss/index.xml,
http://feeds.feedburner.com/LouisgraycomLive,
https://www.theverge.com/rss/index.xml,
http://www.dailytech.com/rss.aspx,
http://bgr.com/tech/feed/,
https://www.anandtech.com/rss/,
